user_id,ingreso_mensual_mxn,carga_fija_total,gasto_ultimos_15_dias,gasto_acumulado_mes,gasto_real_mes_anterior,historial_mayor_15d,tasa_gasto_diario,gasto_estimado_fin_mes,ingreso_restante_estimado,balance_actual,dias_hasta_deficit
USR-00118,8500,4987.0,0.0,0.0,1570.29,True,0.0,0.0,3513.0,3513.0,inf
USR-00119,18000,4233.16,0.0,0.0,0.0,True,0.0,0.0,13766.84,13766.84,inf
USR-00120,56000,4978.88,0.0,0.0,17703.690000000002,True,0.0,0.0,51021.12,51021.12,inf
USR-00121,39500,2160.29,0.0,0.0,2086.9300000000003,True,0.0,0.0,37339.71,37339.71,inf
USR-00122,29000,4488.0,0.0,0.0,1581.81,True,0.0,0.0,24512.0,24512.0,inf
USR-00123,13500,5238.0,0.0,0.0,2275.4900000000002,True,0.0,0.0,8262.0,8262.0,inf
USR-00124,12000,0.0,0.0,0.0,0.0,True,0.0,0.0,12000.0,12000.0,inf
USR-00125,7500,5486.0,0.0,0.0,1603.75,True,0.0,0.0,2014.0,2014.0,inf
USR-00126,16500,948.0,0.0,0.0,0.0,True,0.0,0.0,15552.0,15552.0,inf
USR-00127,20500,1397.71,0.0,0.0,0.0,True,0.0,0.0,19102.29,19102.29,inf
USR-00128,11000,5287.0,0.0,0.0,1495.77,True,0.0,0.0,5713.0,5713.0,inf
USR-00129,52000,3194.0,0.0,0.0,4268.32,True,0.0,0.0,48806.0,48806.0,inf
USR-00130,49000,448.0,0.0,0.0,3213.49,True,0.0,0.0,48552.0,48552.0,inf
USR-00131,40000,448.0,0.0,0.0,2722.61,True,0.0,0.0,39552.0,39552.0,inf
USR-00132,26500,2170.41,812.32,812.32,116.29,True,54.15466666666667,1678.7946666666667,22650.79533333333,23517.27,434.261190171361
USR-00133,12000,1582.2,0.0,0.0,0.0,True,0.0,0.0,10417.8,10417.8,inf
USR-00134,58000,3850.63,0.0,0.0,3908.5299999999997,True,0.0,0.0,54149.37,54149.37,inf
USR-00135,20000,7031.0,0.0,0.0,1488.41,True,0.0,0.0,12969.0,12969.0,inf
USR-00136,10000,0.0,0.0,0.0,0.0,True,0.0,0.0,10000.0,10000.0,inf
USR-00137,19000,0.0,0.0,0.0,0.0,True,0.0,0.0,19000.0,19000.0,inf
USR-00138,39000,898.0,0.0,0.0,1804.82,True,0.0,0.0,38102.0,38102.0,inf
USR-00139,35000,7039.49,0.0,0.0,0.0,True,0.0,0.0,27960.510000000002,27960.510000000002,inf
USR-00140,26000,6126.03,0.0,0.0,2668.9399999999996,True,0.0,0.0,19873.97,19873.97,inf
USR-00141,24000,1846.0,0.0,0.0,1465.27,True,0.0,0.0,22154.0,22154.0,inf
USR-00142,11000,0.0,0.0,0.0,0.0,True,0.0,0.0,11000.0,11000.0,inf
USR-00143,32000,0.0,0.0,0.0,580.23,True,0.0,0.0,32000.0,32000.0,inf
USR-00144,22000,597.0,0.0,0.0,3321.4,True,0.0,0.0,21403.0,21403.0,inf
USR-00145,54000,948.0,0.0,0.0,6081.79,True,0.0,0.0,53052.0,53052.0,inf
USR-00146,76000,449.0,0.0,0.0,0.0,True,0.0,0.0,75551.0,75551.0,inf
USR-00147,23000,149.0,0.0,0.0,1786.33,True,0.0,0.0,22851.0,22851.0,inf
USR-00148,21000,4873.54,0.0,0.0,0.0,True,0.0,0.0,16126.46,16126.46,inf
USR-00149,47000,1295.0,0.0,0.0,713.81,True,0.0,0.0,45705.0,45705.0,inf
USR-00150,65000,898.0,0.0,0.0,0.0,True,0.0,0.0,64102.0,64102.0,inf
USR-00151,21500,946.0,0.0,0.0,2080.87,True,0.0,0.0,20554.0,20554.0,inf
USR-00152,63000,399.0,0.0,0.0,11319.3,True,0.0,0.0,62601.0,62601.0,inf
USR-00153,31500,0.0,0.0,0.0,643.22,True,0.0,0.0,31500.0,31500.0,inf
USR-00154,10500,548.0,0.0,0.0,0.0,True,0.0,0.0,9952.0,9952.0,inf
USR-00155,34000,0.0,0.0,0.0,1489.88,True,0.0,0.0,34000.0,34000.0,inf
USR-00156,29500,6737.0,0.0,0.0,1030.17,True,0.0,0.0,22763.0,22763.0,inf
USR-00157,58000,1878.79,0.0,0.0,0.0,True,0.0,0.0,56121.21,56121.21,inf
USR-00158,12500,4289.0,0.0,0.0,1226.56,True,0.0,0.0,8211.0,8211.0,inf
USR-00159,77000,799.0,0.0,0.0,2359.75,True,0.0,0.0,76201.0,76201.0,inf
USR-00160,28500,5685.0,0.0,0.0,1871.13,True,0.0,0.0,22815.0,22815.0,inf
USR-00161,5000,0.0,0.0,0.0,0.0,True,0.0,0.0,5000.0,5000.0,inf
USR-00162,39000,4290.02,2918.41,2918.41,285.55,True,194.56066666666666,6031.380666666666,28678.599333333335,31791.569999999996,163.40183524590444
USR-00163,32000,2693.0,0.0,0.0,1675.39,True,0.0,0.0,29307.0,29307.0,inf
USR-00164,82000,3307.83,0.0,0.0,0.0,True,0.0,0.0,78692.17,78692.17,inf
USR-00165,44000,2294.0,0.0,0.0,5942.87,True,0.0,0.0,41706.0,41706.0,inf
USR-00166,69000,1142.0,0.0,0.0,3744.2,True,0.0,0.0,67858.0,67858.0,inf
USR-00167,19500,4137.0,0.0,0.0,611.28,True,0.0,0.0,15363.0,15363.0,inf
USR-00168,23000,3288.87,0.0,0.0,567.55,True,0.0,0.0,19711.13,19711.13,inf
USR-00169,27000,0.0,0.0,0.0,0.0,True,0.0,0.0,27000.0,27000.0,inf
USR-00170,40000,1447.0,0.0,0.0,2125.21,True,0.0,0.0,38553.0,38553.0,inf
USR-00171,17000,3715.7,0.0,0.0,1341.42,True,0.0,0.0,13284.3,13284.3,inf
USR-00172,82000,5203.58,0.0,0.0,10351.29,True,0.0,0.0,76796.42,76796.42,inf
USR-00173,38500,595.1,0.0,0.0,3504.2200000000003,True,0.0,0.0,37904.9,37904.9,inf
USR-00174,22500,5354.22,0.0,0.0,2457.59,True,0.0,0.0,17145.78,17145.78,inf
USR-00175,16000,5584.71,0.0,0.0,0.0,True,0.0,0.0,10415.29,10415.29,inf
USR-00176,14000,0.0,0.0,0.0,0.0,True,0.0,0.0,14000.0,14000.0,inf
USR-00177,10500,1914.47,856.39,856.39,2155.41,True,57.092666666666666,1769.8726666666666,6815.657333333334,7729.14,135.3788577634022
USR-00178,28500,1789.48,1690.56,1690.56,2882.9300000000003,True,112.704,3493.8239999999996,23216.696,25019.96,221.997089721749
USR-00179,34000,3873.6800000000003,0.0,0.0,1862.8999999999999,True,0.0,0.0,30126.32,30126.32,inf
USR-00180,35500,2490.13,0.0,0.0,3183.5299999999997,True,0.0,0.0,33009.87,33009.87,inf
USR-00181,31000,4029.35,0.0,0.0,1360.48,True,0.0,0.0,26970.65,26970.65,inf
USR-00182,30000,0.0,0.0,0.0,0.0,True,0.0,0.0,30000.0,30000.0,inf
USR-00183,87000,798.0,0.0,0.0,6720.42,True,0.0,0.0,86202.0,86202.0,inf
USR-00184,13000,2993.0,0.0,0.0,1358.1599999999999,True,0.0,0.0,10007.0,10007.0,inf
USR-00185,6500,0.0,0.0,0.0,0.0,True,0.0,0.0,6500.0,6500.0,inf
USR-00186,23000,1595.0,0.0,0.0,5774.849999999999,True,0.0,0.0,21405.0,21405.0,inf
USR-00187,33500,0.0,0.0,0.0,0.0,True,0.0,0.0,33500.0,33500.0,inf
USR-00188,12500,3951.92,0.0,0.0,1193.02,True,0.0,0.0,8548.08,8548.08,inf
USR-00189,26000,1846.0,0.0,0.0,2900.04,True,0.0,0.0,24154.0,24154.0,inf
USR-00190,19500,3542.0,0.0,0.0,1382.3,True,0.0,0.0,15958.0,15958.0,inf
USR-00191,10500,3400.11,0.0,0.0,2108.98,True,0.0,0.0,7099.889999999999,7099.889999999999,inf
USR-00192,43000,2495.0,0.0,0.0,36077.39,True,0.0,0.0,40505.0,40505.0,inf
USR-00193,17500,0.0,0.0,0.0,970.36,True,0.0,0.0,17500.0,17500.0,inf
USR-00194,17000,0.0,0.0,0.0,0.0,True,0.0,0.0,17000.0,17000.0,inf
USR-00195,15000,7789.38,0.0,0.0,0.0,True,0.0,0.0,7210.62,7210.62,inf
USR-00196,75000,1523.93,0.0,0.0,413.24,True,0.0,0.0,73476.07,73476.07,inf
USR-00197,30500,2759.7200000000003,0.0,0.0,1847.71,True,0.0,0.0,27740.28,27740.28,inf
USR-00198,32000,448.0,0.0,0.0,3049.25,True,0.0,0.0,31552.0,31552.0,inf
USR-00199,32000,1747.0,0.0,0.0,3476.64,True,0.0,0.0,30253.0,30253.0,inf
USR-00200,24500,0.0,0.0,0.0,0.0,True,0.0,0.0,24500.0,24500.0,inf
USR-00201,31500,1069.83,0.0,0.0,2527.36,True,0.0,0.0,30430.17,30430.17,inf
USR-00202,25000,3990.0,0.0,0.0,1294.9,True,0.0,0.0,21010.0,21010.0,inf
USR-00203,20000,2293.0,0.0,0.0,2749.13,True,0.0,0.0,17707.0,17707.0,inf
USR-00204,16000,5885.0,0.0,0.0,1061.24,True,0.0,0.0,10115.0,10115.0,inf
USR-00205,25500,0.0,0.0,0.0,0.0,True,0.0,0.0,25500.0,25500.0,inf
USR-00206,39000,1928.66,1463.88,1463.88,1939.92,True,97.59200000000001,3025.3520000000003,34045.988,35607.46,364.860439380277
USR-00207,34000,0.0,0.0,0.0,0.0,True,0.0,0.0,34000.0,34000.0,inf
USR-00208,10500,4805.82,0.0,0.0,0.0,True,0.0,0.0,5694.18,5694.18,inf
USR-00209,87000,1745.0,0.0,0.0,21449.42,True,0.0,0.0,85255.0,85255.0,inf
USR-00210,31000,1894.0,0.0,0.0,19125.629999999997,True,0.0,0.0,29106.0,29106.0,inf
USR-00211,7500,7234.0,0.0,0.0,400.15,True,0.0,0.0,266.0,266.0,inf
USR-00212,23000,2195.0,0.0,0.0,0.0,True,0.0,0.0,20805.0,20805.0,inf
USR-00213,9000,5386.0,0.0,0.0,2503.89,True,0.0,0.0,3614.0,3614.0,inf
USR-00214,13500,1697.0,0.0,0.0,1385.42,True,0.0,0.0,11803.0,11803.0,inf
USR-00215,18500,747.0,0.0,0.0,6361.68,True,0.0,0.0,17753.0,17753.0,inf
USR-00216,29500,0.0,0.0,0.0,1634.92,True,0.0,0.0,29500.0,29500.0,inf
USR-00217,20500,4562.52,458.97,458.97,4984.08,True,30.598000000000003,948.538,14988.942,15478.51,505.8667233152493
USR-00218,6500,2009.96,0.0,0.0,0.0,True,0.0,0.0,4490.04,4490.04,inf
USR-00219,94000,499.0,0.0,0.0,31694.65,True,0.0,0.0,93501.0,93501.0,inf
USR-00220,26500,3297.76,0.0,0.0,801.77,True,0.0,0.0,23202.239999999998,23202.239999999998,inf
USR-00221,9500,3693.0,0.0,0.0,641.3,True,0.0,0.0,5807.0,5807.0,inf
USR-00222,27000,5598.97,7741.7,7741.7,7933.36,True,516.1133333333333,15999.513333333332,5401.516666666667,13659.329999999998,26.465756875104947
USR-00223,23500,4288.8,0.0,0.0,0.0,True,0.0,0.0,19211.2,19211.2,inf
USR-00224,13500,2091.31,0.0,0.0,1351.61,True,0.0,0.0,11408.69,11408.69,inf
USR-00225,38500,3457.1400000000003,79.56,79.56,3841.4300000000003,True,5.304,164.424,34878.436,34963.3,6591.874057315234
USR-00226,17500,4388.0,0.0,0.0,1399.98,True,0.0,0.0,13112.0,13112.0,inf
USR-00227,94000,4161.07,0.0,0.0,0.0,True,0.0,0.0,89838.93,89838.93,inf
USR-00228,30000,499.0,0.0,0.0,3653.26,True,0.0,0.0,29501.0,29501.0,inf
USR-00229,22500,5137.0,0.0,0.0,754.96,True,0.0,0.0,17363.0,17363.0,inf
USR-00230,31000,0.0,0.0,0.0,496.12,True,0.0,0.0,31000.0,31000.0,inf
USR-00231,19500,1395.0,0.0,0.0,2783.34,True,0.0,0.0,18105.0,18105.0,inf
USR-00232,21500,1945.0,0.0,0.0,0.0,True,0.0,0.0,19555.0,19555.0,inf
USR-00233,25500,398.0,0.0,0.0,2769.19,True,0.0,0.0,25102.0,25102.0,inf
USR-00234,35500,1965.83,185.78,185.78,1512.18,True,12.385333333333334,383.94533333333334,33150.22466666666,33348.39,2692.571051781677
USR-00235,21000,2381.64,2605.98,2605.98,0.0,True,173.732,5385.692,13232.668000000001,16012.380000000001,92.16713098335367
USR-00236,15000,0.0,0.0,0.0,0.0,True,0.0,0.0,15000.0,15000.0,inf
USR-00237,20500,3043.0,0.0,0.0,3278.66,True,0.0,0.0,17457.0,17457.0,inf
USR-00238,8000,4037.0,0.0,0.0,1231.7,True,0.0,0.0,3963.0,3963.0,inf
USR-00239,42000,3032.76,0.0,0.0,617.93,True,0.0,0.0,38967.24,38967.24,inf
USR-00240,17000,1998.3,1211.18,1211.18,2505.84,True,80.74533333333333,2503.1053333333334,12498.594666666668,13790.52,170.79030367080037
USR-00241,13000,2341.0,0.0,0.0,269.79,True,0.0,0.0,10659.0,10659.0,inf
USR-00242,27500,3538.0,0.0,0.0,3297.4300000000003,True,0.0,0.0,23962.0,23962.0,inf
USR-00243,8000,5033.0,0.0,0.0,2146.3,True,0.0,0.0,2967.0,2967.0,inf
USR-00244,17000,5186.0,0.0,0.0,1263.82,True,0.0,0.0,11814.0,11814.0,inf
USR-00245,14500,2030.59,0.0,0.0,0.0,True,0.0,0.0,12469.41,12469.41,inf
USR-00246,35500,2515.4300000000003,0.0,0.0,1670.35,True,0.0,0.0,32984.57,32984.57,inf
USR-00247,8000,9272.130000000001,0.0,0.0,2453.93,True,0.0,0.0,-1272.130000000001,-1272.130000000001,0.0
USR-00248,8000,0.0,0.0,0.0,0.0,True,0.0,0.0,8000.0,8000.0,inf
USR-00249,74000,1448.0,0.0,0.0,0.0,True,0.0,0.0,72552.0,72552.0,inf
USR-00250,11500,1295.45,0.0,0.0,0.0,True,0.0,0.0,10204.55,10204.55,inf
USR-00251,18000,2829.5,0.0,0.0,2725.55,True,0.0,0.0,15170.5,15170.5,inf
USR-00252,29000,2096.0,0.0,0.0,4494.79,True,0.0,0.0,26904.0,26904.0,inf
USR-00253,18000,1098.0,0.0,0.0,8131.969999999999,True,0.0,0.0,16902.0,16902.0,inf
USR-00254,23000,0.0,0.0,0.0,0.0,True,0.0,0.0,23000.0,23000.0,inf
USR-00255,24000,1531.6100000000001,0.0,0.0,2885.08,True,0.0,0.0,22468.39,22468.39,inf
USR-00256,93000,2122.45,0.0,0.0,23617.449999999997,True,0.0,0.0,90877.55,90877.55,inf
USR-00257,8500,2864.99,0.0,0.0,609.12,True,0.0,0.0,5635.01,5635.01,inf
USR-00258,21000,0.0,0.0,0.0,0.0,True,0.0,0.0,21000.0,21000.0,inf
USR-00259,11000,6230.0,0.0,0.0,999.3200000000002,True,0.0,0.0,4770.0,4770.0,inf
USR-00260,21000,1645.0,0.0,0.0,25197.43,True,0.0,0.0,19355.0,19355.0,inf
USR-00261,14500,4737.0,0.0,0.0,0.0,True,0.0,0.0,9763.0,9763.0,inf
USR-00262,21500,4454.78,0.0,0.0,0.0,True,0.0,0.0,17045.22,17045.22,inf
USR-00263,49000,2402.44,0.0,0.0,2015.93,True,0.0,0.0,46597.56,46597.56,inf
USR-00264,25500,3991.0,0.0,0.0,641.55,True,0.0,0.0,21509.0,21509.0,inf
USR-00265,30500,2089.1,0.0,0.0,1666.79,True,0.0,0.0,28410.9,28410.9,inf
USR-00266,19000,3390.87,0.0,0.0,1028.25,True,0.0,0.0,15609.130000000001,15609.130000000001,inf
USR-00267,85000,1197.0,0.0,0.0,3228.21,True,0.0,0.0,83803.0,83803.0,inf
USR-00268,24500,2145.0,0.0,0.0,1701.06,True,0.0,0.0,22355.0,22355.0,inf
USR-00269,23000,6435.0,0.0,0.0,1830.5800000000002,True,0.0,0.0,16565.0,16565.0,inf
