user_id,score_propension,segmento_upsell,cashback_perdido_mes,nomina_domiciliada,menciona_beneficios,satisfaccion_1_10
USR-02798,74.71,A,49.94,True,0,10.0
USR-01567,74.7,A,39.78,True,0,10.0
USR-08727,74.67,A,17.53,True,1,9.0
USR-00271,74.58,A,54.47,True,0,8.0
USR-08835,74.57,A,28.56,True,0,10.0
USR-03521,74.54,A,39.62,True,0,10.0
USR-05550,74.51,A,78.13,True,0,7.0
USR-10497,74.43,A,44.17,True,0,10.0
USR-07769,74.43,A,75.51,False,1,7.0
USR-04486,74.41,A,42.47,False,1,9.0
USR-13691,74.38,A,57.31,True,0,8.0
USR-09329,74.36,A,32.67,True,0,9.0
USR-00970,74.31,A,22.73,True,0,9.0
USR-03905,74.28,A,80.07,False,1,10.0
USR-05074,74.27,A,41.68,True,0,10.0
USR-01338,74.25,A,44.98,True,0,10.0
USR-14340,74.25,A,34.32,True,0,8.0
USR-13699,74.25,A,35.2,True,0,7.0
USR-04532,74.2,A,33.46,True,0,8.0
USR-06616,74.18,A,160.84,True,0,9.0
USR-05459,74.17,A,17.23,True,0,10.0
USR-06674,74.16,A,29.36,True,0,9.0
USR-08608,74.09,A,24.07,True,0,8.0
USR-04994,74.08,A,38.3,True,0,8.0
USR-07180,74.05,A,20.23,True,1,8.0
USR-01684,74.01,A,38.28,True,0,8.0
USR-06845,74.01,A,27.18,True,0,10.0
USR-08491,73.99,A,184.19,False,1,9.0
USR-08091,73.95,A,50.96,True,0,7.0
USR-06712,73.94,A,246.87,False,1,10.0
USR-01700,73.92,A,58.61,True,0,9.0
USR-14062,73.9,A,31.35,True,0,7.0
USR-06536,73.9,A,47.44,True,0,10.0
USR-01830,73.86,A,44.66,True,0,7.0
USR-07255,73.84,A,26.55,True,0,10.0
USR-11709,73.76,A,25.15,True,0,9.0
USR-10089,73.75,A,71.43,True,0,7.0
USR-02130,73.7,A,42.91,True,0,10.0
USR-07739,73.69,A,34.73,True,0,9.0
USR-14321,73.68,A,27.19,True,0,9.0
USR-00101,73.64,A,49.08,True,0,10.0
USR-13669,73.63,A,60.75,True,0,9.0
USR-05232,73.61,A,29.54,True,0,10.0
USR-10479,73.61,A,59.27,True,0,8.0
USR-07600,73.59,A,32.06,True,0,10.0
USR-14268,73.55,A,117.54,True,0,8.0
USR-09134,73.53,A,74.14,True,0,6.0
USR-01835,73.5,A,25.38,True,0,10.0
USR-10605,73.46,A,45.79,True,0,9.0
USR-11855,73.45,A,14.03,True,1,9.0
USR-03534,73.44,A,26.87,True,0,9.0
USR-02615,73.43,A,21.74,True,0,10.0
USR-08582,73.38,A,53.53,True,0,10.0
USR-02470,73.37,A,31.67,True,0,9.0
USR-11733,73.34,A,38.29,True,0,8.0
USR-12973,73.28,A,32.01,True,1,8.0
USR-07245,73.27,A,34.84,True,0,9.0
USR-09665,73.24,A,54.64,True,0,8.0
USR-04929,73.23,A,41.04,True,0,10.0
USR-00032,73.22,A,67.71,False,1,10.0
USR-05987,73.19,A,55.06,True,0,8.0
USR-06751,73.19,A,19.95,True,0,8.0
USR-04758,73.18,A,30.94,True,0,10.0
USR-14878,73.14,A,56.23,True,0,7.0
USR-01625,73.1,A,16.26,True,1,9.0
USR-03666,73.09,A,31.33,True,0,10.0
USR-07267,73.08,A,212.26,True,0,9.0
USR-05004,73.05,A,27.84,True,0,7.0
USR-10425,73.02,A,19.96,True,0,8.0
USR-08513,73.01,A,26.31,True,0,7.0
USR-06978,72.97,A,40.08,True,0,10.0
USR-02614,72.96,A,40.73,True,0,10.0
USR-13888,72.95,A,31.85,True,0,10.0
USR-09803,72.94,A,39.13,True,0,7.0
USR-13982,72.89,A,18.72,True,0,10.0
USR-10576,72.89,A,50.62,True,0,8.0
USR-09784,72.88,A,33.42,True,0,9.0
USR-14123,72.87,A,29.3,True,0,8.0
USR-09455,72.8,A,86.2,True,0,8.0
USR-13385,72.79,A,50.27,True,0,7.0
USR-14798,72.79,A,19.42,True,0,9.0
USR-01093,72.78,A,33.29,True,0,10.0
USR-02707,72.74,A,27.54,True,0,9.0
USR-10027,72.74,A,38.55,True,0,9.0
USR-08457,72.74,A,35.77,True,0,6.0
USR-09635,72.73,A,20.93,True,0,8.0
USR-03419,72.71,A,27.52,True,0,10.0
USR-08349,72.7,A,36.21,True,0,10.0
USR-13907,72.69,A,37.12,True,0,10.0
USR-06410,72.66,A,23.18,True,0,7.0
USR-00361,72.66,A,17.46,True,0,8.0
USR-05019,72.65,A,30.12,True,0,9.0
USR-11571,72.64,A,28.04,True,0,7.0
USR-00649,72.59,A,39.44,True,0,10.0
USR-09127,72.59,A,23.0,True,0,9.0
USR-03917,72.56,A,46.98,True,0,9.0
USR-11447,72.51,A,23.82,True,0,10.0
USR-02901,72.51,A,38.65,True,0,8.0
USR-04964,72.5,A,37.1,True,0,7.0
USR-09846,72.49,A,35.29,True,0,7.0
USR-07065,72.47,A,29.32,True,0,9.0
USR-09436,72.47,A,27.97,True,0,8.0
USR-06722,72.46,A,72.01,True,0,7.0
USR-03659,72.45,A,36.69,True,0,7.0
USR-09750,72.41,A,37.65,True,0,9.0
USR-12991,72.41,A,25.83,True,0,7.0
USR-12193,72.39,A,31.63,True,0,10.0
USR-05334,72.38,A,43.54,True,0,7.0
USR-00728,72.35,A,135.68,False,1,9.0
USR-14881,72.33,A,20.73,True,1,10.0
USR-04631,72.33,A,21.3,True,0,9.0
USR-00596,72.28,A,60.69,True,0,7.0
USR-10770,72.27,A,27.36,True,0,8.0
USR-07563,72.25,A,24.12,True,0,10.0
USR-11112,72.24,A,35.11,True,0,10.0
USR-09600,72.21,A,19.88,True,0,8.0
USR-09439,72.19,A,35.37,True,0,8.0
USR-07414,72.18,A,44.49,True,0,9.0
USR-10527,72.16,A,33.24,True,0,10.0
USR-06598,72.14,A,20.11,True,0,10.0
USR-02673,72.13,A,24.43,True,0,7.0
USR-02229,72.13,A,16.87,True,0,10.0
USR-07024,72.11,A,33.06,True,0,9.0
USR-04524,72.07,A,18.69,True,1,7.0
USR-13759,72.04,A,160.26,False,0,10.0
USR-11188,72.01,A,29.74,True,0,9.0
USR-07729,72.0,A,34.04,True,0,10.0
USR-14599,72.0,A,18.81,True,0,9.0
USR-08691,72.0,A,33.6,True,0,6.0
USR-10145,71.98,A,26.33,True,0,7.0
USR-02395,71.97,A,42.43,True,0,7.0
USR-00274,71.96,A,67.85,True,0,7.0
USR-04189,71.96,A,50.29,False,1,10.0
USR-11838,71.93,A,51.18,True,0,10.0
USR-08125,71.93,A,29.32,True,0,10.0
USR-14809,71.88,A,34.75,True,0,10.0
USR-06340,71.88,A,57.68,False,1,9.0
USR-07072,71.87,A,5.69,True,1,9.0
USR-03376,71.86,A,166.52,False,0,10.0
USR-14766,71.84,A,58.88,True,0,9.0
USR-04739,71.84,A,17.84,True,0,9.0
USR-00180,71.83,A,31.84,True,0,8.0
USR-00289,71.83,A,25.98,True,0,7.0
USR-12707,71.83,A,25.78,True,0,10.0
USR-12842,71.8,A,40.48,True,0,9.0
USR-05563,71.79,A,30.01,True,0,9.0
USR-05177,71.76,A,45.71,True,0,8.0
USR-12878,71.76,A,43.0,True,0,10.0
USR-01529,71.72,A,26.55,True,0,7.0
USR-14773,71.7,A,20.02,True,0,10.0
USR-04649,71.7,A,22.01,True,0,10.0
USR-08789,71.69,A,546.49,False,0,10.0
USR-08276,71.67,A,229.38,False,0,10.0
USR-01640,71.66,A,45.74,True,0,9.0
USR-10997,71.64,A,45.5,True,0,9.0
USR-05592,71.62,A,399.01,False,0,10.0
USR-12504,71.57,A,37.47,True,0,8.0
USR-01748,71.56,A,22.46,True,0,9.0
USR-09945,71.54,A,15.99,True,0,10.0
USR-06517,71.53,A,18.42,True,0,10.0
USR-11344,71.52,A,39.99,True,0,7.0
USR-04963,71.47,A,24.85,True,0,10.0
USR-14292,71.45,A,28.03,True,0,9.0
USR-04210,71.44,A,36.78,True,0,10.0
USR-02642,71.43,A,27.62,True,0,8.0
USR-07627,71.4,A,30.67,True,0,10.0
USR-13844,71.39,A,43.34,True,0,7.0
USR-00447,71.38,A,28.59,True,0,10.0
USR-08315,71.37,A,14.85,True,1,8.0
USR-06495,71.29,A,27.35,True,0,8.0
USR-03573,71.28,A,149.82,False,0,9.0
USR-10905,71.27,A,44.78,True,0,9.0
USR-14356,71.26,A,27.27,True,0,10.0
USR-11131,71.26,A,44.78,True,0,8.0
USR-13275,71.23,A,34.17,True,0,7.0
USR-06560,71.21,A,22.39,True,0,10.0
USR-06831,71.19,A,103.74,False,1,10.0
USR-10996,71.19,A,24.58,True,0,7.0
USR-00688,71.18,A,101.77,True,0,10.0
USR-02805,71.16,A,38.5,True,0,10.0
USR-02600,71.15,A,33.2,True,0,7.0
USR-03134,71.15,A,33.24,True,0,8.0
USR-12179,71.14,A,408.59,False,1,7.0
USR-05730,71.14,A,41.11,True,0,8.0
USR-13809,71.1,A,50.5,True,0,10.0
USR-13842,71.08,A,14.48,True,0,7.0
USR-11906,71.03,A,38.62,True,0,10.0
USR-12882,71.03,A,31.31,True,0,7.0
USR-00325,71.02,A,30.11,True,0,7.0
USR-01424,71.02,A,44.13,True,0,9.0
USR-07997,71.02,A,63.58,True,0,10.0
USR-13351,71.02,A,38.69,True,0,6.0
USR-05913,71.02,A,42.47,True,0,6.0
USR-00144,70.99,A,33.21,True,0,7.0
USR-09054,70.96,A,29.55,True,0,7.0
USR-07456,70.96,A,702.02,False,1,8.0
USR-00121,70.93,A,20.87,True,0,7.0
USR-02369,70.93,A,23.92,True,0,7.0
USR-08244,70.91,A,265.4,False,0,10.0
USR-15010,70.91,A,24.13,True,0,10.0
USR-08384,70.91,A,46.42,True,0,10.0
USR-14001,70.91,A,39.22,True,0,10.0
USR-11056,70.91,A,42.98,True,0,8.0
USR-10304,70.9,A,86.53,True,0,7.0
USR-01755,70.89,A,35.0,True,0,10.0
USR-13503,70.85,A,108.88,False,1,9.0
USR-05519,70.8,A,19.56,True,0,9.0
USR-09271,70.75,A,26.22,True,0,9.0
USR-13002,70.74,A,36.57,True,0,7.0
USR-13395,70.72,A,27.51,True,0,10.0
USR-06244,70.72,A,9.1,True,1,10.0
USR-08564,70.69,A,8.2,True,1,10.0
USR-01954,70.65,A,197.05,False,0,10.0
USR-09257,70.61,A,22.52,True,0,10.0
USR-05443,70.6,A,26.37,True,0,7.0
USR-02897,70.6,A,38.64,True,0,9.0
USR-14923,70.58,A,22.92,True,0,9.0
USR-00375,70.58,A,143.86,False,0,10.0
USR-09074,70.57,A,27.07,True,0,10.0
USR-01717,70.57,A,41.2,True,0,10.0
USR-13321,70.55,A,18.19,True,0,9.0
USR-01025,70.54,A,41.62,True,0,10.0
USR-04000,70.52,A,49.58,True,0,10.0
USR-12247,70.52,A,16.72,True,0,10.0
USR-02922,70.52,A,19.81,True,0,8.0
USR-07580,70.51,A,55.71,True,0,10.0
USR-05267,70.5,A,51.92,True,0,6.0
USR-02854,70.5,A,300.66,False,0,10.0
USR-12102,70.49,A,361.69,False,0,9.0
USR-10376,70.48,A,239.45,False,1,9.0
USR-09125,70.47,A,15.99,True,0,10.0
USR-10015,70.46,A,68.83,True,0,7.0
USR-01021,70.44,A,17.46,True,0,9.0
USR-10199,70.42,A,19.91,True,0,9.0
USR-13816,70.41,A,44.95,True,0,10.0
USR-13258,70.41,A,54.02,True,0,8.0
USR-04950,70.39,A,53.45,True,0,7.0
USR-11888,70.38,A,17.28,True,0,8.0
USR-05456,70.37,A,50.44,True,0,6.0
USR-03372,70.37,A,18.82,True,0,9.0
USR-09561,70.36,A,24.59,True,0,9.0
USR-05544,70.35,A,24.55,True,0,8.0
USR-08607,70.35,A,12.48,True,1,7.0
USR-13602,70.35,A,28.31,True,0,8.0
USR-06327,70.34,A,17.05,True,0,10.0
USR-01226,70.33,A,34.82,True,0,7.0
USR-01915,70.3,A,32.12,True,0,6.0
USR-00920,70.29,A,29.8,True,0,9.0
USR-05943,70.28,A,41.08,True,0,6.0
USR-12120,70.28,A,429.27,False,0,9.0
USR-00317,70.27,A,23.84,True,0,10.0
USR-06374,70.26,A,38.42,True,0,10.0
USR-07723,70.25,A,27.82,True,0,9.0
USR-05338,70.2,A,26.8,True,0,9.0
USR-06207,70.18,A,26.16,True,0,6.0
USR-08001,70.17,A,94.84,True,0,6.0
USR-11280,70.15,A,28.91,True,0,6.0
USR-01616,70.14,A,41.11,True,0,7.0
USR-08753,70.11,A,28.81,True,0,7.0
USR-11572,70.08,A,31.56,True,0,10.0
USR-03139,70.07,A,60.67,True,0,10.0
USR-00385,70.05,A,292.99,False,0,10.0
USR-08014,70.03,A,33.2,True,0,9.0
USR-11054,70.02,A,74.52,True,0,9.0
USR-06829,70.02,A,235.85,False,0,10.0
USR-01443,70.0,A,11.27,True,1,10.0
USR-06014,70.0,A,32.36,True,0,7.0
USR-13742,69.99,B,208.2,False,0,9.0
USR-14276,69.97,B,33.79,True,0,7.0
USR-03728,69.97,B,19.46,True,0,10.0
USR-13431,69.96,B,47.26,True,0,6.0
USR-07120,69.95,B,34.5,True,0,10.0
USR-12801,69.94,B,15.26,True,0,10.0
USR-14499,69.93,B,28.46,True,0,10.0
USR-11849,69.93,B,20.25,True,0,9.0
USR-14831,69.93,B,53.85,True,0,7.0
USR-07183,69.91,B,15.78,True,0,10.0
USR-12620,69.89,B,33.34,True,0,7.0
USR-03412,69.88,B,17.54,True,1,7.0
USR-14401,69.88,B,15.73,True,0,10.0
USR-13766,69.82,B,26.89,True,0,8.0
USR-03788,69.8,B,16.34,True,0,10.0
USR-09713,69.8,B,16.9,True,0,10.0
USR-09738,69.77,B,46.87,True,0,7.0
USR-10689,69.76,B,42.23,True,0,9.0
USR-07668,69.75,B,29.2,True,0,7.0
USR-07370,69.74,B,27.43,True,0,8.0
USR-11825,69.7,B,90.91,True,0,8.0
USR-04856,69.68,B,25.65,True,0,8.0
USR-06124,69.67,B,17.7,True,0,7.0
USR-12568,69.67,B,24.1,True,0,8.0
USR-05475,69.63,B,17.12,True,0,10.0
USR-05916,69.58,B,30.68,True,0,10.0
USR-02887,69.58,B,58.75,True,0,9.0
USR-09577,69.57,B,50.97,True,0,8.0
USR-10971,69.57,B,14.77,True,0,9.0
USR-02535,69.53,B,24.27,True,0,10.0
USR-05576,69.53,B,11.25,True,0,10.0
USR-10734,69.52,B,319.79,False,0,10.0
USR-00326,69.52,B,21.85,True,0,8.0
USR-05111,69.51,B,38.69,True,0,8.0
USR-09360,69.5,B,18.75,True,0,9.0
USR-10505,69.48,B,17.78,True,0,8.0
USR-13080,69.47,B,20.11,True,0,10.0
USR-11500,69.45,B,20.14,True,0,10.0
USR-14795,69.45,B,26.93,True,0,8.0
USR-10719,69.44,B,17.18,True,0,8.0
USR-03859,69.43,B,17.28,True,0,9.0
USR-02823,69.42,B,40.94,False,1,7.0
USR-01793,69.41,B,19.47,True,0,8.0
USR-14484,69.4,B,25.75,True,0,8.0
USR-13060,69.39,B,26.28,True,0,9.0
USR-03227,69.39,B,79.1,True,0,9.0
USR-05775,69.36,B,29.84,True,0,8.0
USR-02206,69.36,B,27.52,True,0,9.0
USR-05131,69.35,B,28.93,True,0,10.0
USR-00173,69.33,B,35.04,True,0,8.0
USR-11552,69.33,B,13.86,True,0,7.0
USR-07101,69.3,B,23.05,True,0,8.0
USR-10266,69.3,B,19.63,True,0,10.0
USR-01789,69.29,B,27.12,True,0,8.0
USR-03946,69.26,B,20.4,True,0,7.0
USR-14465,69.26,B,20.15,True,0,9.0
USR-00201,69.25,B,25.27,True,0,10.0
USR-06027,69.25,B,28.84,True,0,7.0
USR-05037,69.25,B,18.4,True,0,10.0
USR-09346,69.24,B,39.08,True,0,7.0
USR-03899,69.23,B,24.81,True,0,9.0
USR-07396,69.22,B,16.15,True,0,10.0
USR-05880,69.21,B,23.14,True,0,9.0
USR-00519,69.2,B,71.61,False,1,7.0
USR-04624,69.2,B,47.09,True,0,6.0
USR-12255,69.2,B,32.04,True,0,10.0
USR-10095,69.19,B,40.51,True,0,7.0
USR-14110,69.18,B,224.8,False,0,8.0
USR-00594,69.17,B,30.42,True,0,8.0
USR-12325,69.17,B,19.06,True,0,9.0
USR-07019,69.17,B,13.23,True,0,9.0
USR-04708,69.15,B,40.09,True,0,7.0
USR-05227,69.15,B,34.75,False,1,6.0
USR-04507,69.12,B,56.59,True,0,10.0
USR-07880,69.1,B,53.6,True,0,7.0
USR-00437,69.1,B,13.83,True,0,10.0
USR-06400,69.09,B,32.27,True,0,9.0
USR-03879,69.07,B,19.91,True,0,10.0
USR-10387,69.07,B,35.43,True,0,7.0
USR-13327,69.04,B,21.57,True,0,8.0
USR-01417,69.04,B,20.54,True,0,8.0
USR-07362,69.03,B,57.46,False,0,10.0
USR-03217,69.02,B,140.06,False,0,9.0
USR-07610,69.01,B,22.09,True,0,10.0
USR-11934,69.01,B,27.63,True,0,7.0
USR-01565,68.99,B,93.7,False,0,9.0
USR-13560,68.97,B,19.04,True,0,8.0
USR-05192,68.97,B,148.34,False,0,9.0
USR-14875,68.97,B,70.67,False,1,9.0
USR-03800,68.95,B,21.48,False,1,8.0
USR-03436,68.94,B,19.21,True,0,8.0
USR-09308,68.93,B,124.76,False,0,10.0
USR-04811,68.91,B,36.13,True,0,9.0
USR-12570,68.9,B,32.74,True,0,7.0
USR-06771,68.89,B,20.16,True,0,10.0
USR-00848,68.89,B,15.99,True,0,10.0
USR-10297,68.88,B,30.02,True,0,7.0
USR-02429,68.87,B,147.39,True,0,7.0
USR-10079,68.86,B,32.95,True,0,8.0
USR-02120,68.85,B,27.51,True,0,9.0
USR-04262,68.84,B,29.41,True,0,9.0
USR-08232,68.81,B,10.91,True,0,9.0
USR-02972,68.79,B,15.93,True,0,10.0
USR-06543,68.79,B,45.13,True,0,7.0
USR-04121,68.78,B,127.47,False,0,10.0
USR-07154,68.77,B,19.85,True,0,8.0
USR-10693,68.77,B,35.01,True,0,10.0
USR-12363,68.75,B,221.23,False,0,10.0
USR-14148,68.72,B,19.92,True,0,8.0
USR-01097,68.71,B,18.58,True,0,8.0
USR-10328,68.7,B,26.85,True,0,9.0
USR-13455,68.69,B,30.06,True,0,6.0
USR-12367,68.69,B,55.82,False,1,10.0
USR-10780,68.69,B,48.02,True,0,7.0
USR-01998,68.69,B,150.6,False,0,10.0
USR-00313,68.67,B,17.65,True,0,8.0
USR-13397,68.66,B,35.11,True,0,10.0
USR-10618,68.65,B,35.69,True,0,6.0
USR-04344,68.64,B,18.74,True,0,9.0
USR-05119,68.63,B,27.4,False,1,7.0
USR-03736,68.63,B,17.18,True,0,8.0
USR-07327,68.61,B,26.03,True,0,8.0
USR-11951,68.61,B,22.8,True,0,9.0
USR-07206,68.6,B,44.41,True,0,8.0
USR-06005,68.59,B,27.88,True,0,10.0
USR-02690,68.58,B,30.78,True,0,9.0
USR-12226,68.55,B,29.44,True,0,9.0
USR-06948,68.55,B,29.31,True,0,10.0
USR-01371,68.54,B,45.62,True,0,9.0
USR-01491,68.53,B,49.23,True,0,6.0
USR-01389,68.53,B,438.83,False,0,10.0
USR-07129,68.53,B,61.1,True,0,7.0
USR-12864,68.52,B,17.84,True,0,7.0
USR-10317,68.51,B,144.85,False,0,10.0
USR-12342,68.5,B,26.63,True,0,8.0
USR-13324,68.5,B,50.06,True,0,7.0
USR-07470,68.5,B,345.44,False,0,10.0
USR-04023,68.45,B,21.73,True,0,10.0
USR-10698,68.43,B,316.47,False,0,10.0
USR-00597,68.43,B,25.63,True,0,9.0
USR-08268,68.42,B,219.68,False,0,9.0
USR-10347,68.42,B,214.31,False,0,9.0
USR-13721,68.41,B,22.44,True,0,9.0
USR-11503,68.41,B,71.83,True,0,8.0
USR-14133,68.39,B,24.29,True,0,9.0
USR-10283,68.38,B,39.13,True,0,8.0
USR-10978,68.37,B,16.35,True,0,10.0
USR-08918,68.37,B,18.18,True,0,7.0
USR-08065,68.36,B,19.8,True,0,7.0
USR-06184,68.36,B,35.75,True,0,9.0
USR-05304,68.34,B,45.93,True,0,6.0
USR-05686,68.31,B,17.17,True,0,8.0
USR-06441,68.3,B,29.4,True,0,9.0
USR-13761,68.27,B,97.93,True,0,7.0
USR-13984,68.27,B,34.66,True,0,9.0
USR-08795,68.27,B,41.58,True,0,10.0
USR-10501,68.26,B,12.03,True,0,9.0
USR-11730,68.25,B,65.86,False,0,10.0
USR-09427,68.23,B,50.85,True,0,8.0
USR-11952,68.23,B,39.94,True,0,8.0
USR-06350,68.22,B,33.44,True,0,7.0
USR-00671,68.21,B,392.66,False,0,9.0
USR-08107,68.19,B,15.96,True,0,10.0
USR-13000,68.18,B,15.78,True,0,9.0
USR-15022,68.13,B,59.94,True,0,6.0
USR-09875,68.11,B,37.53,True,0,8.0
USR-04462,68.11,B,51.8,True,0,8.0
USR-04256,68.09,B,35.12,True,0,10.0
USR-04733,68.09,B,72.28,False,0,10.0
USR-02468,68.04,B,205.08,False,0,9.0
USR-11779,68.03,B,96.3,False,0,10.0
USR-08308,68.03,B,246.83,False,0,8.0
USR-07692,67.97,B,139.71,False,0,7.0
