user_id,ingreso_mensual_mxn,carga_fija_total,gasto_ultimos_15_dias,gasto_acumulado_mes,gasto_real_mes_anterior,historial_mayor_15d,tasa_gasto_diario,gasto_estimado_fin_mes,ingreso_restante_estimado,balance_actual,dias_hasta_deficit,score_riesgo,zona_riesgo,score_anterior,delta_score_mensual,tendencia_riesgo
USR-00030,17500,5189.0,0.0,0.0,757.21,True,0.0,0.0,12311.0,12311.0,inf,0.29651428571428573,Saludable,0.33978342857142857,-0.04326914285714284,Mejorando
USR-00031,24000,3091.77,0.0,0.0,881.59,True,0.0,0.0,20908.23,20908.23,inf,0.12882375,Saludable,0.16555666666666669,-0.0367329166666667,Mejorando
USR-00032,21500,3293.0,0.0,0.0,6770.65,True,0.0,0.0,18207.0,18207.0,inf,0.1531627906976744,Saludable,0.4680767441860465,-0.3149139534883721,Mejorando
USR-00033,15500,1897.0,0.0,0.0,1273.1,True,0.0,0.0,13603.0,13603.0,inf,0.12238709677419354,Saludable,0.2045225806451613,-0.08213548387096775,Mejorando
USR-00034,34000,1248.0,0.0,0.0,2743.04,True,0.0,0.0,32752.0,32752.0,inf,0.03670588235294118,Saludable,0.1173835294117647,-0.08067764705882352,Mejorando
USR-00035,15000,1396.0,0.0,0.0,4583.08,True,0.0,0.0,13604.0,13604.0,inf,0.09306666666666667,Saludable,0.3986053333333333,-0.3055386666666666,Mejorando
USR-00036,13500,2981.77,0.0,0.0,651.77,True,0.0,0.0,10518.23,10518.23,inf,0.22087185185185185,Saludable,0.2691511111111111,-0.04827925925925927,Mejorando
USR-00037,15000,3988.0,0.0,0.0,765.61,True,0.0,0.0,11012.0,11012.0,inf,0.26586666666666664,Saludable,0.3169073333333333,-0.05104066666666668,Mejorando
USR-00038,34500,4764.8,0.0,0.0,0.0,True,0.0,0.0,29735.2,29735.2,inf,0.13811014492753623,Saludable,0.13811014492753623,0.0,Estable
USR-00039,27500,0.0,0.0,0.0,0.0,True,0.0,0.0,27500.0,27500.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00040,33000,948.0,0.0,0.0,883.41,True,0.0,0.0,32052.0,32052.0,inf,0.028727272727272726,Saludable,0.05549727272727272,-0.026769999999999995,Mejorando
USR-00041,19000,748.0,2823.45,2823.45,0.0,True,188.23,5835.129999999999,12416.87,15428.55,81.96647718217075,0.3464805263157894,Saludable,0.03936842105263158,0.3071121052631578,Empeorando
USR-00042,18000,4552.45,0.0,0.0,847.0,True,0.0,0.0,13447.55,13447.55,inf,0.2529138888888889,Saludable,0.29996944444444446,-0.04705555555555557,Mejorando
USR-00043,89000,2693.0,0.0,0.0,3618.6,True,0.0,0.0,86307.0,86307.0,inf,0.030258426966292135,Saludable,0.07091685393258428,-0.04065842696629214,Mejorando
USR-00044,28000,5586.0,0.0,0.0,1369.63,True,0.0,0.0,22414.0,22414.0,inf,0.1995,Saludable,0.24841535714285715,-0.048915357142857135,Mejorando
USR-00045,12500,0.0,0.0,0.0,0.0,True,0.0,0.0,12500.0,12500.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00046,19500,2591.0,0.0,0.0,689.72,True,0.0,0.0,16909.0,16909.0,inf,0.13287179487179487,Saludable,0.1682420512820513,-0.03537025641025643,Mejorando
USR-00047,19500,1720.38,1098.99,1098.99,496.05,True,73.266,2271.246,15508.374,16680.629999999997,227.67218082057155,0.20469876923076924,Saludable,0.11366307692307694,0.0910356923076923,Empeorando
USR-00048,55000,6418.4,0.0,0.0,0.0,True,0.0,0.0,48581.6,48581.6,inf,0.11669818181818181,Saludable,0.11669818181818181,0.0,Estable
USR-00049,12000,7932.0,0.0,0.0,1608.0,True,0.0,0.0,4068.0,4068.0,inf,0.661,Saludable,0.795,-0.134,Mejorando
USR-00050,83000,4681.84,0.0,0.0,22521.2,True,0.0,0.0,78318.16,78318.16,inf,0.056407710843373496,Saludable,0.3277474698795181,-0.2713397590361446,Mejorando
USR-00051,20000,598.0,0.0,0.0,7046.06,True,0.0,0.0,19402.0,19402.0,inf,0.0299,Saludable,0.382203,-0.35230300000000003,Mejorando
USR-00052,34000,0.0,0.0,0.0,0.0,True,0.0,0.0,34000.0,34000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00053,9500,0.0,0.0,0.0,0.0,True,0.0,0.0,9500.0,9500.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00054,23000,234.69,0.0,0.0,0.0,True,0.0,0.0,22765.31,22765.31,inf,0.010203913043478261,Saludable,0.010203913043478261,0.0,Estable
USR-00055,49500,2094.0,0.0,0.0,3323.14,True,0.0,0.0,47406.0,47406.0,inf,0.0423030303030303,Saludable,0.10943717171717171,-0.06713414141414141,Mejorando
USR-00056,17500,5733.0,0.0,0.0,987.47,True,0.0,0.0,11767.0,11767.0,inf,0.3276,Saludable,0.38402685714285717,-0.05642685714285717,Mejorando
USR-00057,29000,2436.18,0.0,0.0,0.0,True,0.0,0.0,26563.82,26563.82,inf,0.08400620689655172,Saludable,0.08400620689655172,0.0,Estable
USR-00058,20500,5578.96,0.0,0.0,0.0,True,0.0,0.0,14921.04,14921.04,inf,0.27214439024390247,Saludable,0.27214439024390247,0.0,Estable
USR-00059,32500,0.0,0.0,0.0,0.0,True,0.0,0.0,32500.0,32500.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00060,66000,1416.75,0.0,0.0,0.0,True,0.0,0.0,64583.25,64583.25,inf,0.02146590909090909,Saludable,0.02146590909090909,0.0,Estable
USR-00061,49000,2345.0,0.0,0.0,0.0,True,0.0,0.0,46655.0,46655.0,inf,0.047857142857142855,Saludable,0.047857142857142855,0.0,Estable
USR-00062,10000,7238.74,0.0,0.0,2014.15,True,0.0,0.0,2761.26,2761.26,inf,0.723874,Saludable,0.9252889999999999,-0.2014149999999999,Mejorando
USR-00063,57500,897.0,0.0,0.0,315.94,True,0.0,0.0,56603.0,56603.0,inf,0.0156,Saludable,0.021094608695652176,-0.005494608695652176,Mejorando
USR-00064,14000,6423.19,0.0,0.0,0.0,True,0.0,0.0,7576.81,7576.81,inf,0.4587992857142857,Saludable,0.4587992857142857,0.0,Estable
USR-00065,9000,2643.0,0.0,0.0,2053.4,True,0.0,0.0,6357.0,6357.0,inf,0.2936666666666667,Saludable,0.5218222222222222,-0.2281555555555555,Mejorando
USR-00066,17000,1655.15,782.49,782.49,1232.58,True,52.166,1617.1460000000002,13727.704,14562.36,279.1542383928229,0.19248800000000002,Saludable,0.16986647058823529,0.022621529411764735,Empeorando
USR-00067,12500,7129.48,0.0,0.0,1403.4,True,0.0,0.0,5370.52,5370.52,inf,0.5703583999999999,Saludable,0.6826304,-0.11227200000000004,Mejorando
USR-00068,37000,3872.08,0.0,0.0,1723.89,True,0.0,0.0,33127.92,33127.92,inf,0.1046508108108108,Saludable,0.15124243243243243,-0.04659162162162163,Mejorando
USR-00069,45000,3816.17,0.0,0.0,13259.01,True,0.0,0.0,41183.83,41183.83,inf,0.08480377777777778,Saludable,0.3794484444444445,-0.29464466666666667,Mejorando
USR-00070,19000,1147.0,0.0,0.0,0.0,True,0.0,0.0,17853.0,17853.0,inf,0.06036842105263158,Saludable,0.06036842105263158,0.0,Estable
USR-00071,16500,2741.0,0.0,0.0,2190.33,True,0.0,0.0,13759.0,13759.0,inf,0.16612121212121211,Saludable,0.29886848484848483,-0.1327472727272727,Mejorando
USR-00072,19500,5219.44,109.15,109.15,0.0,True,7.276666666666667,225.57666666666668,14054.983333333334,14171.410000000002,1947.5139715987173,0.27923162393162393,Saludable,0.2676635897435897,0.011568034188034204,Empeorando
USR-00073,46000,6106.48,0.0,0.0,0.0,True,0.0,0.0,39893.52,39893.52,inf,0.13274956521739129,Saludable,0.13274956521739129,0.0,Estable
USR-00074,5500,0.0,0.0,0.0,0.0,True,0.0,0.0,5500.0,5500.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00075,42000,1297.0,0.0,0.0,0.0,True,0.0,0.0,40703.0,40703.0,inf,0.03088095238095238,Saludable,0.03088095238095238,0.0,Estable
USR-00076,14500,5835.0,0.0,0.0,153.53,True,0.0,0.0,8665.0,8665.0,inf,0.40241379310344827,Saludable,0.4130020689655172,-0.010588275862068952,Mejorando
USR-00077,11000,2645.0,0.0,0.0,931.54,True,0.0,0.0,8355.0,8355.0,inf,0.24045454545454545,Saludable,0.32514,-0.08468545454545454,Mejorando
USR-00078,95000,1397.0,0.0,0.0,32689.35,True,0.0,0.0,93603.0,93603.0,inf,0.014705263157894737,Saludable,0.3588036842105263,-0.34409842105263155,Mejorando
USR-00079,14000,0.0,0.0,0.0,0.0,True,0.0,0.0,14000.0,14000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00080,13500,5114.1900000000005,0.0,0.0,0.0,True,0.0,0.0,8385.81,8385.81,inf,0.37882888888888894,Saludable,0.37882888888888894,0.0,Estable
USR-00081,32500,1246.0,0.0,0.0,10564.89,True,0.0,0.0,31254.0,31254.0,inf,0.03833846153846154,Saludable,0.36341199999999996,-0.3250735384615384,Mejorando
USR-00082,28500,0.0,0.0,0.0,0.0,True,0.0,0.0,28500.0,28500.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00083,24000,1347.0,0.0,0.0,1067.19,True,0.0,0.0,22653.0,22653.0,inf,0.056125,Saludable,0.10059125000000001,-0.044466250000000006,Mejorando
USR-00084,67000,199.0,0.0,0.0,6643.030000000001,True,0.0,0.0,66801.0,66801.0,inf,0.0029701492537313433,Saludable,0.10211985074626867,-0.09914970149253732,Mejorando
USR-00085,13000,10179.93,0.0,0.0,0.0,True,0.0,0.0,2820.07,2820.07,inf,0.7830715384615384,Saludable,0.7830715384615384,0.0,Estable
USR-00086,37000,1098.0,0.0,0.0,6974.67,True,0.0,0.0,35902.0,35902.0,inf,0.029675675675675677,Saludable,0.21818027027027026,-0.1885045945945946,Mejorando
USR-00087,27500,4789.0,0.0,0.0,1610.13,True,0.0,0.0,22711.0,22711.0,inf,0.17414545454545455,Saludable,0.23269563636363635,-0.05855018181818181,Mejorando
USR-00088,6000,0.0,0.0,0.0,0.0,True,0.0,0.0,6000.0,6000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00089,12500,1946.0,213.18,213.18,0.0,True,14.212,440.572,10113.428,10340.82,727.6118772867999,0.19092576,Saludable,0.15568,0.03524575999999999,Empeorando
USR-00090,99000,3503.49,0.0,0.0,2696.2,True,0.0,0.0,95496.51,95496.51,inf,0.035388787878787874,Saludable,0.06262313131313131,-0.027234343434343437,Mejorando
USR-00091,70000,0.0,0.0,0.0,0.0,True,0.0,0.0,70000.0,70000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00092,21000,896.0,0.0,0.0,1377.62,True,0.0,0.0,20104.0,20104.0,inf,0.042666666666666665,Saludable,0.10826761904761904,-0.06560095238095237,Mejorando
USR-00093,16500,6487.8,0.0,0.0,0.0,True,0.0,0.0,10012.2,10012.2,inf,0.3932,Saludable,0.3932,0.0,Estable
USR-00094,20500,3340.0,0.0,0.0,1301.67,True,0.0,0.0,17160.0,17160.0,inf,0.1629268292682927,Saludable,0.2264229268292683,-0.0634960975609756,Mejorando
USR-00095,31500,3001.1,1686.83,1686.83,0.0,True,112.45533333333331,3486.115333333333,25012.784666666663,26812.07,238.42417433884864,0.2059433439153439,Saludable,0.09527301587301587,0.11067032804232804,Empeorando
USR-00096,23000,0.0,0.0,0.0,0.0,True,0.0,0.0,23000.0,23000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00097,69000,898.0,0.0,0.0,0.0,True,0.0,0.0,68102.0,68102.0,inf,0.013014492753623189,Saludable,0.013014492753623189,0.0,Estable
USR-00098,12000,2044.0,0.0,0.0,960.22,True,0.0,0.0,9956.0,9956.0,inf,0.17033333333333334,Saludable,0.2503516666666667,-0.08001833333333336,Mejorando
USR-00099,15000,2085.34,0.0,0.0,0.0,True,0.0,0.0,12914.66,12914.66,inf,0.13902266666666668,Saludable,0.13902266666666668,0.0,Estable
USR-00100,34000,996.0,0.0,0.0,1948.28,True,0.0,0.0,33004.0,33004.0,inf,0.029294117647058825,Saludable,0.08659647058823529,-0.057302352941176464,Mejorando
USR-00101,13500,1296.0,0.0,0.0,4908.33,True,0.0,0.0,12204.0,12204.0,inf,0.096,Saludable,0.45958,-0.36358,Mejorando
USR-00102,13000,6534.0,0.0,0.0,1812.31,True,0.0,0.0,6466.0,6466.0,inf,0.5026153846153846,Saludable,0.6420238461538461,-0.13940846153846154,Mejorando
USR-00103,8500,948.0,0.0,0.0,785.93,True,0.0,0.0,7552.0,7552.0,inf,0.11152941176470588,Saludable,0.20399176470588234,-0.09246235294117647,Mejorando
USR-00104,18000,1895.0,0.0,0.0,3282.19,True,0.0,0.0,16105.0,16105.0,inf,0.10527777777777778,Saludable,0.2876216666666667,-0.18234388888888894,Mejorando
USR-00105,13000,4190.0,0.0,0.0,1146.88,True,0.0,0.0,8810.0,8810.0,inf,0.3223076923076923,Saludable,0.41052923076923076,-0.08822153846153846,Mejorando
USR-00106,37000,2340.5,0.0,0.0,0.0,True,0.0,0.0,34659.5,34659.5,inf,0.06325675675675675,Saludable,0.06325675675675675,0.0,Estable
USR-00107,15000,4639.0,0.0,0.0,1011.58,True,0.0,0.0,10361.0,10361.0,inf,0.3092666666666667,Saludable,0.37670533333333334,-0.06743866666666665,Mejorando
USR-00108,25500,2096.0,0.0,0.0,2267.39,True,0.0,0.0,23404.0,23404.0,inf,0.08219607843137255,Saludable,0.1711133333333333,-0.08891725490196076,Mejorando
USR-00109,15000,0.0,0.0,0.0,0.0,True,0.0,0.0,15000.0,15000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00110,15500,1146.0,0.0,0.0,324.25,True,0.0,0.0,14354.0,14354.0,inf,0.07393548387096774,Saludable,0.09485483870967742,-0.020919354838709686,Mejorando
USR-00111,57000,714.1800000000001,0.0,0.0,0.0,True,0.0,0.0,56285.82,56285.82,inf,0.012529473684210528,Saludable,0.012529473684210528,0.0,Estable
USR-00112,31000,2246.0,0.0,0.0,2444.82,True,0.0,0.0,28754.0,28754.0,inf,0.07245161290322581,Saludable,0.1513167741935484,-0.07886516129032257,Mejorando
USR-00113,32000,0.0,0.0,0.0,0.0,True,0.0,0.0,32000.0,32000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00114,67000,1298.0,0.0,0.0,0.0,True,0.0,0.0,65702.0,65702.0,inf,0.01937313432835821,Saludable,0.01937313432835821,0.0,Estable
USR-00115,14000,396.7,2148.09,2148.09,819.16,True,143.20600000000002,4439.386,9163.914,11455.21,79.99113165649483,0.3454347142857143,Saludable,0.08684714285714284,0.25858757142857147,Empeorando
USR-00116,44000,0.0,0.0,0.0,3676.15,True,0.0,0.0,44000.0,44000.0,inf,0.0,Saludable,0.08354886363636364,-0.08354886363636364,Mejorando
USR-00117,26000,7382.0,0.0,0.0,1108.54,True,0.0,0.0,18618.0,18618.0,inf,0.28392307692307694,Saludable,0.3265592307692308,-0.04263615384615388,Mejorando
USR-00118,8500,4987.0,0.0,0.0,1570.29,True,0.0,0.0,3513.0,3513.0,inf,0.5867058823529412,Saludable,0.7714458823529412,-0.18474000000000002,Mejorando
USR-00119,18000,4233.16,0.0,0.0,0.0,True,0.0,0.0,13766.84,13766.84,inf,0.23517555555555555,Saludable,0.23517555555555555,0.0,Estable
USR-00120,56000,4978.88,0.0,0.0,17703.690000000002,True,0.0,0.0,51021.12,51021.12,inf,0.08890857142857143,Saludable,0.40504589285714293,-0.3161373214285715,Mejorando
USR-00121,39500,2160.29,0.0,0.0,2086.9300000000003,True,0.0,0.0,37339.71,37339.71,inf,0.054690886075949366,Saludable,0.10752455696202533,-0.05283367088607596,Mejorando
USR-00122,29000,4488.0,0.0,0.0,1581.81,True,0.0,0.0,24512.0,24512.0,inf,0.15475862068965518,Saludable,0.20930379310344827,-0.054545172413793086,Mejorando
USR-00123,13500,5238.0,0.0,0.0,2275.49,True,0.0,0.0,8262.0,8262.0,inf,0.388,Saludable,0.5565548148148148,-0.16855481481481482,Mejorando
USR-00124,12000,0.0,0.0,0.0,0.0,True,0.0,0.0,12000.0,12000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00125,7500,5486.0,0.0,0.0,1603.75,True,0.0,0.0,2014.0,2014.0,inf,0.7314666666666667,Saludable,0.9453,-0.21383333333333332,Mejorando
USR-00126,16500,948.0,0.0,0.0,0.0,True,0.0,0.0,15552.0,15552.0,inf,0.05745454545454545,Saludable,0.05745454545454545,0.0,Estable
USR-00127,20500,1397.71,0.0,0.0,0.0,True,0.0,0.0,19102.29,19102.29,inf,0.0681809756097561,Saludable,0.0681809756097561,0.0,Estable
USR-00128,11000,5287.0,0.0,0.0,1495.77,True,0.0,0.0,5713.0,5713.0,inf,0.48063636363636364,Saludable,0.6166154545454546,-0.135979090909091,Mejorando
USR-00129,52000,3194.0,0.0,0.0,4268.32,True,0.0,0.0,48806.0,48806.0,inf,0.06142307692307692,Saludable,0.14350615384615384,-0.08208307692307693,Mejorando
USR-00130,49000,448.0,0.0,0.0,3213.49,True,0.0,0.0,48552.0,48552.0,inf,0.009142857142857144,Saludable,0.07472428571428572,-0.06558142857142857,Mejorando
USR-00131,40000,448.0,0.0,0.0,2722.61,True,0.0,0.0,39552.0,39552.0,inf,0.0112,Saludable,0.07926525000000001,-0.06806525000000001,Mejorando
USR-00132,26500,2170.41,812.32,812.32,116.29,True,54.15466666666667,1678.794666666667,22650.79533333333,23517.27,434.261190171361,0.14525300628930818,Saludable,0.08629056603773584,0.05896244025157234,Empeorando
USR-00133,12000,1582.2,0.0,0.0,0.0,True,0.0,0.0,10417.8,10417.8,inf,0.13185,Saludable,0.13185,0.0,Estable
USR-00134,58000,3850.63,0.0,0.0,3908.53,True,0.0,0.0,54149.37,54149.37,inf,0.06639017241379311,Saludable,0.13377862068965518,-0.06738844827586207,Mejorando
USR-00135,20000,7031.0,0.0,0.0,1488.41,True,0.0,0.0,12969.0,12969.0,inf,0.35155,Saludable,0.4259705,-0.0744205,Mejorando
USR-00136,10000,0.0,0.0,0.0,0.0,True,0.0,0.0,10000.0,10000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00137,19000,0.0,0.0,0.0,0.0,True,0.0,0.0,19000.0,19000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00138,39000,898.0,0.0,0.0,1804.82,True,0.0,0.0,38102.0,38102.0,inf,0.023025641025641027,Saludable,0.06930307692307691,-0.04627743589743588,Mejorando
USR-00139,35000,7039.49,0.0,0.0,0.0,True,0.0,0.0,27960.51,27960.51,inf,0.2011282857142857,Saludable,0.2011282857142857,0.0,Estable
USR-00140,26000,6126.03,0.0,0.0,2668.94,True,0.0,0.0,19873.97,19873.97,inf,0.23561653846153846,Saludable,0.3382680769230769,-0.10265153846153846,Mejorando
USR-00141,24000,1846.0,0.0,0.0,1465.27,True,0.0,0.0,22154.0,22154.0,inf,0.07691666666666666,Saludable,0.13796958333333334,-0.06105291666666668,Mejorando
USR-00142,11000,0.0,0.0,0.0,0.0,True,0.0,0.0,11000.0,11000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00143,32000,0.0,0.0,0.0,580.23,True,0.0,0.0,32000.0,32000.0,inf,0.0,Saludable,0.0181321875,-0.0181321875,Mejorando
USR-00144,22000,597.0,0.0,0.0,3321.4,True,0.0,0.0,21403.0,21403.0,inf,0.027136363636363636,Saludable,0.1781090909090909,-0.1509727272727273,Mejorando
USR-00145,54000,948.0,0.0,0.0,6081.79,True,0.0,0.0,53052.0,53052.0,inf,0.017555555555555557,Saludable,0.1301812962962963,-0.11262574074074073,Mejorando
USR-00146,76000,449.0,0.0,0.0,0.0,True,0.0,0.0,75551.0,75551.0,inf,0.005907894736842105,Saludable,0.005907894736842105,0.0,Estable
USR-00147,23000,149.0,0.0,0.0,1786.33,True,0.0,0.0,22851.0,22851.0,inf,0.006478260869565217,Saludable,0.08414478260869565,-0.07766652173913044,Mejorando
USR-00148,21000,4873.54,0.0,0.0,0.0,True,0.0,0.0,16126.46,16126.46,inf,0.23207333333333333,Saludable,0.23207333333333333,0.0,Estable
USR-00149,47000,1295.0,0.0,0.0,713.81,True,0.0,0.0,45705.0,45705.0,inf,0.0275531914893617,Saludable,0.04274063829787234,-0.01518744680851064,Mejorando
USR-00150,65000,898.0,0.0,0.0,0.0,True,0.0,0.0,64102.0,64102.0,inf,0.013815384615384615,Saludable,0.013815384615384615,0.0,Estable
USR-00151,21500,946.0,0.0,0.0,2080.87,True,0.0,0.0,20554.0,20554.0,inf,0.044,Saludable,0.14078465116279068,-0.09678465116279068,Mejorando
USR-00152,63000,399.0,0.0,0.0,11319.3,True,0.0,0.0,62601.0,62601.0,inf,0.006333333333333333,Saludable,0.1860047619047619,-0.17967142857142857,Mejorando
USR-00153,31500,0.0,0.0,0.0,643.22,True,0.0,0.0,31500.0,31500.0,inf,0.0,Saludable,0.02041968253968254,-0.02041968253968254,Mejorando
USR-00154,10500,548.0,0.0,0.0,0.0,True,0.0,0.0,9952.0,9952.0,inf,0.05219047619047619,Saludable,0.05219047619047619,0.0,Estable
USR-00155,34000,0.0,0.0,0.0,1489.88,True,0.0,0.0,34000.0,34000.0,inf,0.0,Saludable,0.043820000000000005,-0.043820000000000005,Mejorando
USR-00156,29500,6737.0,0.0,0.0,1030.17,True,0.0,0.0,22763.0,22763.0,inf,0.2283728813559322,Saludable,0.26329389830508476,-0.03492101694915256,Mejorando
USR-00157,58000,1878.79,0.0,0.0,0.0,True,0.0,0.0,56121.21,56121.21,inf,0.03239293103448276,Saludable,0.03239293103448276,0.0,Estable
USR-00158,12500,4289.0,0.0,0.0,1226.56,True,0.0,0.0,8211.0,8211.0,inf,0.34312,Saludable,0.44124479999999994,-0.09812479999999996,Mejorando
USR-00159,77000,799.0,0.0,0.0,2359.75,True,0.0,0.0,76201.0,76201.0,inf,0.010376623376623376,Saludable,0.04102272727272727,-0.030646103896103897,Mejorando
USR-00160,28500,5685.0,0.0,0.0,1871.13,True,0.0,0.0,22815.0,22815.0,inf,0.1994736842105263,Saludable,0.2651273684210526,-0.06565368421052631,Mejorando
USR-00161,5000,0.0,0.0,0.0,0.0,True,0.0,0.0,5000.0,5000.0,inf,0.0,Saludable,0.0,0.0,Estable
USR-00162,39000,4290.02,2918.41,2918.41,285.55,True,194.56066666666663,6031.380666666666,28678.59933333333,31791.57,163.40183524590444,0.2646512991452991,Saludable,0.11732230769230771,0.1473289914529914,Empeorando
